datetime_UTC,num_dets (1800of1800),num_dets (300of1800),num_dets (60of360)
2022-07-29 06:00:00,253.0,16.0,22.0
2022-07-29 06:30:00,187.0,0.0,73.0
2022-07-29 07:00:00,59.0,13.0,7.0
2022-07-29 07:30:00,588.0,125.0,131.0
2022-07-29 08:00:00,612.0,191.0,182.0
2022-07-29 08:30:00,250.0,107.0,30.0
2022-07-29 09:00:00,351.0,119.0,49.0
2022-07-29 09:30:00,211.0,8.0,37.0
2022-07-29 10:00:00,298.0,3.0,24.0
2022-07-29 10:30:00,541.0,0.0,121.0
2022-07-29 11:00:00,247.0,46.0,47.0
2022-07-29 11:30:00,72.0,14.0,23.0
2022-07-29 12:00:00,0.0,0.0,0.0
2022-07-29 12:30:00,0.0,0.0,0.0
2022-07-29 13:00:00,0.0,0.0,0.0
2022-07-29 13:30:00,0.0,0.0,0.0
2022-07-29 14:00:00,1.0,0.0,0.0
2022-07-29 14:30:00,1.0,1.0,0.0
2022-07-29 15:00:00,0.0,0.0,0.0
2022-07-29 15:30:00,2.0,0.0,1.0
2022-07-30 00:00:00,0.0,0.0,0.0
2022-07-30 00:30:00,0.0,0.0,0.0
2022-07-30 01:00:00,1.0,0.0,1.0
2022-07-30 01:30:00,0.0,0.0,0.0
2022-07-30 02:00:00,0.0,0.0,0.0
2022-07-30 02:30:00,0.0,0.0,0.0
2022-07-30 03:00:00,0.0,0.0,0.0
2022-07-30 03:30:00,0.0,0.0,0.0
2022-07-30 04:00:00,0.0,0.0,0.0
2022-07-30 04:30:00,346.0,0.0,17.0
2022-07-30 05:00:00,1126.0,342.0,65.0
2022-07-30 05:30:00,360.0,44.0,8.0
2022-07-30 06:00:00,304.0,21.0,72.0
2022-07-30 06:30:00,472.0,55.0,128.0
2022-07-30 07:00:00,973.0,112.0,246.0
2022-07-30 07:30:00,181.0,0.0,41.0
2022-07-30 08:00:00,343.0,48.0,145.0
2022-07-30 08:30:00,221.0,52.0,52.0
2022-07-30 09:00:00,88.0,0.0,13.0
2022-07-30 09:30:00,26.0,0.0,0.0
2022-07-30 10:00:00,445.0,26.0,54.0
2022-07-30 10:30:00,577.0,80.0,62.0
2022-07-30 11:00:00,106.0,4.0,48.0
2022-07-30 11:30:00,439.0,0.0,31.0
2022-07-30 12:00:00,148.0,0.0,145.0
2022-07-30 12:30:00,1.0,0.0,0.0
2022-07-30 13:00:00,1.0,0.0,1.0
2022-07-30 13:30:00,1.0,0.0,0.0
2022-07-30 14:00:00,1.0,0.0,0.0
2022-07-30 14:30:00,1.0,0.0,1.0
2022-07-30 15:00:00,1.0,0.0,0.0
2022-07-30 15:30:00,1.0,0.0,0.0
2022-07-31 00:00:00,1.0,0.0,0.0
2022-07-31 00:30:00,1.0,0.0,0.0
2022-07-31 01:00:00,0.0,0.0,0.0
2022-07-31 01:30:00,0.0,0.0,0.0
2022-07-31 02:00:00,1.0,0.0,1.0
2022-07-31 02:30:00,1.0,0.0,0.0
2022-07-31 03:00:00,0.0,0.0,0.0
2022-07-31 03:30:00,2.0,1.0,0.0
2022-07-31 04:00:00,0.0,0.0,0.0
2022-07-31 04:30:00,470.0,83.0,58.0
2022-07-31 05:00:00,954.0,278.0,55.0
2022-07-31 05:30:00,844.0,583.0,148.0
2022-07-31 06:00:00,174.0,59.0,27.0
2022-07-31 06:30:00,350.0,71.0,13.0
2022-07-31 07:00:00,156.0,70.0,51.0
2022-07-31 07:30:00,137.0,0.0,0.0
2022-07-31 08:00:00,246.0,7.0,72.0
2022-07-31 08:30:00,83.0,16.0,18.0
2022-07-31 09:00:00,333.0,34.0,43.0
2022-07-31 09:30:00,157.0,28.0,21.0
2022-07-31 10:00:00,200.0,2.0,40.0
2022-07-31 10:30:00,200.0,39.0,112.0
2022-07-31 11:00:00,299.0,19.0,32.0
2022-07-31 11:30:00,108.0,6.0,5.0
2022-07-31 12:00:00,24.0,22.0,0.0
2022-07-31 12:30:00,1.0,0.0,1.0
2022-07-31 13:00:00,0.0,0.0,0.0
2022-07-31 13:30:00,0.0,0.0,0.0
2022-07-31 14:00:00,0.0,0.0,0.0
2022-07-31 14:30:00,1.0,0.0,1.0
2022-07-31 15:00:00,1.0,0.0,0.0
2022-07-31 15:30:00,5.0,1.0,3.0
2022-08-01 00:00:00,2.0,0.0,0.0
2022-08-01 00:30:00,3.0,0.0,1.0
2022-08-01 01:00:00,2.0,0.0,1.0
2022-08-01 01:30:00,0.0,0.0,0.0
2022-08-01 02:00:00,1.0,0.0,0.0
2022-08-01 02:30:00,0.0,0.0,0.0
2022-08-01 03:00:00,0.0,0.0,0.0
2022-08-01 03:30:00,1.0,1.0,0.0
2022-08-01 04:00:00,1.0,0.0,0.0
2022-08-01 04:30:00,256.0,0.0,77.0
2022-08-01 05:00:00,352.0,121.0,2.0
2022-08-01 05:30:00,87.0,0.0,8.0
2022-08-01 06:00:00,394.0,77.0,47.0
2022-08-01 06:30:00,125.0,45.0,27.0
2022-08-01 07:00:00,217.0,29.0,3.0
2022-08-01 07:30:00,114.0,1.0,75.0
2022-08-01 08:00:00,58.0,27.0,0.0
2022-08-01 08:30:00,258.0,0.0,17.0
2022-08-01 09:00:00,89.0,38.0,5.0
2022-08-01 09:30:00,223.0,63.0,11.0
2022-08-01 10:00:00,331.0,91.0,80.0
2022-08-01 10:30:00,191.0,47.0,78.0
2022-08-01 11:00:00,242.0,0.0,94.0
2022-08-01 11:30:00,73.0,12.0,36.0
2022-08-01 12:00:00,4.0,0.0,0.0
2022-08-01 12:30:00,3.0,1.0,0.0
2022-08-01 13:00:00,1.0,0.0,0.0
2022-08-01 13:30:00,4.0,0.0,0.0
2022-08-01 14:00:00,2.0,1.0,0.0
2022-08-01 14:30:00,1.0,0.0,0.0
2022-08-01 15:00:00,1.0,0.0,0.0
2022-08-01 15:30:00,1.0,0.0,0.0
2022-08-02 00:00:00,0.0,0.0,0.0
2022-08-02 00:30:00,1.0,0.0,0.0
2022-08-02 01:00:00,0.0,0.0,0.0
2022-08-02 01:30:00,0.0,0.0,0.0
2022-08-02 02:00:00,0.0,0.0,0.0
2022-08-02 02:30:00,0.0,0.0,0.0
2022-08-02 03:00:00,0.0,0.0,0.0
2022-08-02 03:30:00,0.0,0.0,0.0
2022-08-02 04:00:00,0.0,0.0,0.0
2022-08-02 04:30:00,411.0,40.0,51.0
2022-08-02 05:00:00,704.0,111.0,56.0
2022-08-02 05:30:00,1892.0,200.0,200.0
2022-08-02 06:00:00,2321.0,434.0,342.0
2022-08-02 06:30:00,1934.0,400.0,307.0
2022-08-02 07:00:00,1715.0,321.0,207.0
2022-08-02 07:30:00,1277.0,324.0,251.0
2022-08-02 08:00:00,987.0,117.0,145.0
2022-08-02 08:30:00,2793.0,1032.0,510.0
2022-08-02 09:00:00,916.0,311.0,228.0
2022-08-02 09:30:00,383.0,114.0,51.0
2022-08-02 10:00:00,188.0,78.0,10.0
2022-08-02 10:30:00,44.0,44.0,28.0
2022-08-02 11:00:00,383.0,15.0,4.0
2022-08-02 11:30:00,69.0,41.0,25.0
2022-08-02 12:00:00,29.0,22.0,7.0
2022-08-02 12:30:00,1.0,0.0,0.0
2022-08-02 13:00:00,0.0,0.0,0.0
2022-08-02 13:30:00,0.0,0.0,0.0
2022-08-02 14:00:00,0.0,0.0,0.0
2022-08-02 14:30:00,0.0,0.0,0.0
2022-08-02 15:00:00,0.0,0.0,0.0
2022-08-02 15:30:00,0.0,0.0,0.0
2022-08-03 00:00:00,0.0,0.0,0.0
2022-08-03 00:30:00,0.0,0.0,0.0
2022-08-03 01:00:00,0.0,0.0,0.0
2022-08-03 01:30:00,0.0,0.0,0.0
2022-08-03 02:00:00,0.0,0.0,0.0
2022-08-03 02:30:00,0.0,0.0,0.0
2022-08-03 03:00:00,0.0,0.0,0.0
2022-08-03 03:30:00,1.0,0.0,0.0
2022-08-03 04:00:00,1.0,0.0,0.0
2022-08-03 04:30:00,2587.0,94.0,455.0
2022-08-03 05:00:00,154.0,23.0,55.0
2022-08-03 05:30:00,32.0,0.0,2.0
2022-08-03 06:00:00,142.0,0.0,0.0
2022-08-03 06:30:00,72.0,0.0,21.0
2022-08-03 07:00:00,67.0,13.0,4.0
2022-08-03 07:30:00,38.0,0.0,0.0
2022-08-03 08:00:00,52.0,24.0,8.0
2022-08-03 08:30:00,229.0,6.0,21.0
2022-08-03 09:00:00,218.0,24.0,55.0
2022-08-03 09:30:00,148.0,25.0,4.0
2022-08-03 10:00:00,139.0,10.0,30.0
2022-08-03 10:30:00,141.0,13.0,16.0
2022-08-03 11:00:00,809.0,1.0,162.0
2022-08-03 11:30:00,186.0,107.0,77.0
2022-08-03 12:00:00,0.0,0.0,0.0
2022-08-03 12:30:00,0.0,0.0,0.0
2022-08-03 13:00:00,0.0,0.0,0.0
2022-08-03 13:30:00,0.0,0.0,0.0
2022-08-03 14:00:00,0.0,0.0,0.0
2022-08-03 14:30:00,0.0,0.0,0.0
2022-08-03 15:00:00,0.0,0.0,0.0
2022-08-03 15:30:00,0.0,0.0,0.0
2022-08-04 00:00:00,0.0,0.0,0.0
2022-08-04 00:30:00,0.0,0.0,0.0
2022-08-04 01:00:00,0.0,0.0,0.0
2022-08-04 01:30:00,0.0,0.0,0.0
2022-08-04 02:00:00,0.0,0.0,0.0
2022-08-04 02:30:00,0.0,0.0,0.0
2022-08-04 03:00:00,0.0,0.0,0.0
2022-08-04 03:30:00,0.0,0.0,0.0
2022-08-04 04:00:00,74.0,0.0,0.0
2022-08-04 04:30:00,2803.0,178.0,255.0
2022-08-04 05:00:00,3983.0,641.0,591.0
2022-08-04 05:30:00,3746.0,362.0,755.0
2022-08-04 06:00:00,1589.0,388.0,237.0
2022-08-04 06:30:00,1032.0,209.0,137.0
2022-08-04 07:00:00,1201.0,68.0,241.0
2022-08-04 07:30:00,288.0,197.0,30.0
2022-08-04 08:00:00,228.0,26.0,53.0
2022-08-04 08:30:00,204.0,0.0,44.0
2022-08-04 09:00:00,664.0,101.0,74.0
2022-08-04 09:30:00,0.0,0.0,0.0
2022-08-04 10:00:00,29.0,0.0,0.0
2022-08-04 10:30:00,111.0,0.0,17.0
2022-08-04 11:00:00,57.0,0.0,0.0
2022-08-04 11:30:00,143.0,142.0,117.0
2022-08-04 12:00:00,25.0,0.0,0.0
2022-08-04 12:30:00,0.0,0.0,0.0
2022-08-04 13:00:00,0.0,0.0,0.0
2022-08-04 13:30:00,0.0,0.0,0.0
2022-08-04 14:00:00,0.0,0.0,0.0
2022-08-04 14:30:00,0.0,0.0,0.0
2022-08-04 15:00:00,0.0,0.0,0.0
2022-08-04 15:30:00,0.0,0.0,0.0
2022-08-05 00:00:00,1.0,0.0,1.0
2022-08-05 00:30:00,0.0,0.0,0.0
2022-08-05 01:00:00,0.0,0.0,0.0
2022-08-05 01:30:00,1.0,1.0,0.0
2022-08-05 02:00:00,0.0,0.0,0.0
2022-08-05 02:30:00,1.0,0.0,0.0
2022-08-05 03:00:00,1.0,0.0,1.0
2022-08-05 03:30:00,0.0,0.0,0.0
2022-08-05 04:00:00,689.0,0.0,31.0
2022-08-05 04:30:00,3877.0,1001.0,656.0
2022-08-05 05:00:00,252.0,142.0,43.0
2022-08-05 05:30:00,147.0,1.0,4.0
2022-08-05 06:00:00,180.0,33.0,6.0
2022-08-05 06:30:00,241.0,67.0,136.0
2022-08-05 07:00:00,54.0,24.0,0.0
2022-08-05 07:30:00,233.0,0.0,7.0
2022-08-05 08:00:00,43.0,7.0,0.0
2022-08-05 08:30:00,42.0,6.0,33.0
2022-08-05 09:00:00,45.0,0.0,0.0
2022-08-05 09:30:00,68.0,0.0,0.0
2022-08-05 10:00:00,13.0,0.0,0.0
2022-08-05 10:30:00,54.0,37.0,0.0
2022-08-05 11:00:00,0.0,0.0,0.0
2022-08-05 11:30:00,102.0,0.0,25.0
2022-08-05 12:00:00,0.0,0.0,0.0
2022-08-05 12:30:00,0.0,0.0,0.0
2022-08-05 13:00:00,0.0,0.0,0.0
2022-08-05 13:30:00,1.0,0.0,0.0
2022-08-05 14:00:00,3.0,0.0,0.0
2022-08-05 14:30:00,0.0,0.0,0.0
2022-08-05 15:00:00,0.0,0.0,0.0
2022-08-05 15:30:00,0.0,0.0,0.0
2022-08-06 00:00:00,1.0,1.0,0.0
2022-08-06 00:30:00,0.0,0.0,0.0
2022-08-06 01:00:00,0.0,0.0,0.0
2022-08-06 01:30:00,0.0,0.0,0.0
2022-08-06 02:00:00,0.0,0.0,0.0
2022-08-06 02:30:00,0.0,0.0,0.0
2022-08-06 03:00:00,0.0,0.0,0.0
2022-08-06 03:30:00,0.0,0.0,0.0
2022-08-06 04:00:00,275.0,0.0,10.0
2022-08-06 04:30:00,1595.0,338.0,212.0
2022-08-06 05:00:00,1101.0,178.0,137.0
2022-08-06 05:30:00,817.0,165.0,144.0
2022-08-06 06:00:00,398.0,93.0,91.0
2022-08-06 06:30:00,125.0,28.0,20.0
2022-08-06 07:00:00,177.0,33.0,24.0
2022-08-06 07:30:00,472.0,6.0,63.0
2022-08-06 08:00:00,73.0,23.0,24.0
2022-08-06 08:30:00,78.0,10.0,27.0
2022-08-06 09:00:00,10.0,0.0,0.0
2022-08-06 09:30:00,59.0,0.0,0.0
2022-08-06 10:00:00,13.0,0.0,13.0
2022-08-06 10:30:00,31.0,23.0,0.0
2022-08-06 11:00:00,13.0,0.0,0.0
2022-08-06 11:30:00,14.0,0.0,14.0
2022-08-06 12:00:00,0.0,0.0,0.0
2022-08-06 12:30:00,0.0,0.0,0.0
2022-08-06 13:00:00,0.0,0.0,0.0
2022-08-06 13:30:00,0.0,0.0,0.0
2022-08-06 14:00:00,1.0,0.0,0.0
2022-08-06 14:30:00,0.0,0.0,0.0
2022-08-06 15:00:00,0.0,0.0,0.0
2022-08-06 15:30:00,0.0,0.0,0.0
2022-08-07 00:00:00,0.0,0.0,0.0
2022-08-07 00:30:00,0.0,0.0,0.0
2022-08-07 01:00:00,0.0,0.0,0.0
2022-08-07 01:30:00,0.0,0.0,0.0
2022-08-07 02:00:00,1.0,0.0,0.0
2022-08-07 02:30:00,0.0,0.0,0.0
2022-08-07 03:00:00,0.0,0.0,0.0
2022-08-07 03:30:00,0.0,0.0,0.0
2022-08-07 04:00:00,337.0,0.0,4.0
2022-08-07 04:30:00,1305.0,500.0,235.0
2022-08-07 05:00:00,805.0,253.0,132.0
2022-08-07 05:30:00,1370.0,240.0,264.0
2022-08-07 06:00:00,2162.0,440.0,357.0
2022-08-07 06:30:00,1157.0,131.0,185.0
2022-08-07 07:00:00,1014.0,70.0,189.0
2022-08-07 07:30:00,37.0,2.0,5.0
2022-08-07 08:00:00,47.0,0.0,0.0
2022-08-07 08:30:00,78.0,0.0,0.0
2022-08-07 09:00:00,35.0,0.0,0.0
2022-08-07 09:30:00,62.0,19.0,0.0
2022-08-07 10:00:00,74.0,10.0,7.0
2022-08-07 10:30:00,129.0,17.0,11.0
2022-08-07 11:00:00,6.0,0.0,0.0
2022-08-07 11:30:00,27.0,17.0,0.0
2022-08-07 12:00:00,106.0,0.0,31.0
2022-08-07 12:30:00,0.0,0.0,0.0
2022-08-07 13:00:00,0.0,0.0,0.0
2022-08-07 13:30:00,0.0,0.0,0.0
2022-08-07 14:00:00,0.0,0.0,0.0
2022-08-07 14:30:00,0.0,0.0,0.0
2022-08-07 15:00:00,0.0,0.0,0.0
2022-08-07 15:30:00,0.0,0.0,0.0
2022-08-08 00:00:00,0.0,0.0,0.0
2022-08-08 00:30:00,0.0,0.0,0.0
2022-08-08 01:00:00,0.0,0.0,0.0
2022-08-08 01:30:00,0.0,0.0,0.0
2022-08-08 02:00:00,0.0,0.0,0.0
2022-08-08 02:30:00,0.0,0.0,0.0
2022-08-08 03:00:00,0.0,0.0,0.0
2022-08-08 03:30:00,0.0,0.0,0.0
2022-08-08 04:00:00,191.0,0.0,14.0
2022-08-08 04:30:00,2857.0,13.0,439.0
2022-08-08 05:00:00,444.0,33.0,29.0
2022-08-08 05:30:00,379.0,2.0,70.0
2022-08-08 06:00:00,317.0,31.0,95.0
2022-08-08 06:30:00,327.0,63.0,58.0
2022-08-08 07:00:00,697.0,113.0,174.0
2022-08-08 07:30:00,471.0,34.0,101.0
2022-08-08 08:00:00,361.0,138.0,79.0
2022-08-08 08:30:00,63.0,5.0,4.0
2022-08-08 09:00:00,78.0,6.0,9.0
2022-08-08 09:30:00,189.0,131.0,1.0
2022-08-08 10:00:00,10.0,0.0,0.0
2022-08-08 10:30:00,91.0,27.0,0.0
2022-08-08 11:00:00,34.0,0.0,3.0
2022-08-08 11:30:00,90.0,0.0,30.0
2022-08-08 12:00:00,81.0,0.0,0.0
2022-08-08 12:30:00,0.0,0.0,0.0
2022-08-08 13:00:00,0.0,0.0,0.0
2022-08-08 13:30:00,0.0,0.0,0.0
2022-08-08 14:00:00,0.0,0.0,0.0
2022-08-08 14:30:00,0.0,0.0,0.0
2022-08-08 15:00:00,0.0,0.0,0.0
2022-08-08 15:30:00,0.0,0.0,0.0
2022-08-09 00:00:00,0.0,0.0,0.0
2022-08-09 00:30:00,0.0,0.0,0.0
2022-08-09 01:00:00,0.0,0.0,0.0
2022-08-09 01:30:00,0.0,0.0,0.0
2022-08-09 02:00:00,0.0,0.0,0.0
2022-08-09 02:30:00,0.0,0.0,0.0
2022-08-09 03:00:00,0.0,0.0,0.0
2022-08-09 03:30:00,0.0,0.0,0.0
2022-08-09 04:00:00,15.0,0.0,2.0
2022-08-09 04:30:00,283.0,9.0,17.0
2022-08-09 05:00:00,657.0,40.0,59.0
2022-08-09 05:30:00,517.0,176.0,86.0
2022-08-09 06:00:00,108.0,31.0,0.0
2022-08-09 06:30:00,186.0,6.0,19.0
2022-08-09 07:00:00,196.0,22.0,38.0
2022-08-09 07:30:00,175.0,2.0,12.0
2022-08-09 08:00:00,207.0,74.0,90.0
2022-08-09 08:30:00,204.0,0.0,18.0
2022-08-09 09:00:00,108.0,42.0,36.0
2022-08-09 09:30:00,158.0,0.0,90.0
2022-08-09 10:00:00,117.0,48.0,22.0
2022-08-09 10:30:00,40.0,30.0,1.0
2022-08-09 11:00:00,89.0,0.0,0.0
2022-08-09 11:30:00,31.0,0.0,0.0
2022-08-09 12:00:00,49.0,0.0,0.0
2022-08-09 12:30:00,0.0,0.0,0.0
2022-08-09 13:00:00,0.0,0.0,0.0
2022-08-09 13:30:00,0.0,0.0,0.0
2022-08-09 14:00:00,0.0,0.0,0.0
2022-08-09 14:30:00,0.0,0.0,0.0
2022-08-09 15:00:00,0.0,0.0,0.0
2022-08-09 15:30:00,0.0,0.0,0.0
2022-08-10 00:00:00,0.0,0.0,0.0
2022-08-10 00:30:00,0.0,0.0,0.0
2022-08-10 01:00:00,0.0,0.0,0.0
2022-08-10 01:30:00,0.0,0.0,0.0
2022-08-10 02:00:00,0.0,0.0,0.0
2022-08-10 02:30:00,0.0,0.0,0.0
2022-08-10 03:00:00,0.0,0.0,0.0
2022-08-10 03:30:00,0.0,0.0,0.0
2022-08-10 04:00:00,241.0,0.0,11.0
2022-08-10 04:30:00,997.0,72.0,62.0
2022-08-10 05:00:00,1029.0,346.0,91.0
2022-08-10 05:30:00,2394.0,257.0,537.0
2022-08-10 06:00:00,2336.0,364.0,417.0
2022-08-10 06:30:00,116.0,48.0,1.0
2022-08-10 07:00:00,116.0,22.0,1.0
2022-08-10 07:30:00,83.0,2.0,29.0
2022-08-10 08:00:00,106.0,0.0,33.0
2022-08-10 08:30:00,51.0,0.0,45.0
2022-08-10 09:00:00,76.0,5.0,15.0
2022-08-10 09:30:00,116.0,0.0,18.0
2022-08-10 10:00:00,201.0,9.0,0.0
2022-08-10 10:30:00,115.0,8.0,54.0
2022-08-10 11:00:00,57.0,0.0,21.0
2022-08-10 11:30:00,0.0,0.0,0.0
2022-08-10 12:00:00,195.0,0.0,1.0
2022-08-10 12:30:00,0.0,0.0,0.0
2022-08-10 13:00:00,0.0,0.0,0.0
2022-08-10 13:30:00,0.0,0.0,0.0
2022-08-10 14:00:00,0.0,0.0,0.0
2022-08-10 14:30:00,0.0,0.0,0.0
2022-08-10 15:00:00,0.0,0.0,0.0
2022-08-10 15:30:00,0.0,0.0,0.0
2022-08-11 00:00:00,0.0,0.0,0.0
2022-08-11 00:30:00,0.0,0.0,0.0
2022-08-11 01:00:00,0.0,0.0,0.0
2022-08-11 01:30:00,0.0,0.0,0.0
2022-08-11 02:00:00,0.0,0.0,0.0
2022-08-11 02:30:00,0.0,0.0,0.0
2022-08-11 03:00:00,0.0,0.0,0.0
2022-08-11 03:30:00,0.0,0.0,0.0
2022-08-11 04:00:00,844.0,13.0,107.0
2022-08-11 04:30:00,2053.0,557.0,558.0
2022-08-11 05:00:00,1886.0,269.0,188.0
2022-08-11 05:30:00,1289.0,181.0,325.0
2022-08-11 06:00:00,347.0,59.0,27.0
2022-08-11 06:30:00,683.0,126.0,35.0
2022-08-11 07:00:00,276.0,101.0,36.0
2022-08-11 07:30:00,562.0,17.0,111.0
2022-08-11 08:00:00,405.0,45.0,37.0
2022-08-11 08:30:00,99.0,37.0,13.0
2022-08-11 09:00:00,104.0,50.0,35.0
2022-08-11 09:30:00,24.0,12.0,0.0
2022-08-11 10:00:00,54.0,14.0,0.0
2022-08-11 10:30:00,72.0,0.0,54.0
2022-08-11 11:00:00,5.0,5.0,0.0
2022-08-11 11:30:00,17.0,0.0,9.0
2022-08-11 12:00:00,7.0,2.0,5.0
2022-08-11 12:30:00,0.0,0.0,0.0
2022-08-11 13:00:00,0.0,0.0,0.0
2022-08-11 13:30:00,0.0,0.0,0.0
2022-08-11 14:00:00,0.0,0.0,0.0
2022-08-11 14:30:00,0.0,0.0,0.0
2022-08-11 15:00:00,0.0,0.0,0.0
2022-08-11 15:30:00,0.0,0.0,0.0
2022-08-12 00:00:00,,,
2022-08-12 00:30:00,0.0,0.0,0.0
2022-08-12 01:00:00,0.0,0.0,0.0
2022-08-12 01:30:00,0.0,0.0,0.0
2022-08-12 02:00:00,0.0,0.0,0.0
2022-08-12 02:30:00,0.0,0.0,0.0
2022-08-12 03:00:00,0.0,0.0,0.0
2022-08-12 03:30:00,0.0,0.0,0.0
2022-08-12 04:00:00,184.0,0.0,31.0
2022-08-12 04:30:00,2084.0,120.0,357.0
2022-08-12 05:00:00,2088.0,781.0,330.0
2022-08-12 05:30:00,502.0,24.0,47.0
2022-08-12 06:00:00,390.0,73.0,5.0
2022-08-12 06:30:00,86.0,0.0,0.0
